Fatura no;Fatura Ýçeriði
XI62023083102692;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (AÐUSTOS 2023)(GSM:37% SA:21% SI:27% TN:2% TO:5% DO:7% )
C012023001454978;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (14/24)
C012023001657155;TELEFON
BTE2023000002658;SISTEM DESTEK HIZMET BEDELI
BTE2023000002665;SISTEM DESTEK HIZMET BEDELI
AAA2023000000285;EPSON LX350,LX300 MUADÝL ÞERÝT   
AAA2023000000285;CANON 057H MUADÝL TONER    
Raart07;ÝLAN, REKLAM VE TANITIM
Raart08;ÝLAN, REKLAM VE TANITIM
BTE2023000002771;ESET ENDPOINT PROTECTION STANDARTYENÝLEME, 3 YIL - 31 CÝHAZ 
BTE2023000002792;"DELL VOSTRO 3520 Ý7-1255U 16GB 512GB 15.6"" 120HZ W11PRO"
BNF2023000000448;NETOLOJÝ BPM ENTERPRÝSE VERSÝYON YAZÝLÝMÝ
AAA2023000000314;DEVELOP DR 411 ORJ. DRUM
AAA2023000000314;DEVELOP DR114 ORJ DRUM BLADE    
AAA2023000000314;DV116 STARTER    
AAA2023000000314;COLLER    
AAA2023000000314;SERVÝS ÜCRETÝ    
BNF2023000000460;PROJE VE DANIÞMANLIK HÝZMETÝ
ANE2023000002299;WELLPOWER 6V 2A ADAPTÖR
AAA2023000000316;CANON 057H MUADÝL TONER 
BNF2023000000577;AYLIK TELEFON DESTEK HÝZMETÝ
AAA2023000000320;DEVELOP DR 411 ORJ. DRUM
AAA2023000000320;DEVELOP DR114 ORJ DRUM BLADE    
AAA2023000000320;DV116 STARTER    
AAA2023000000320;COLLER    
AAA2023000000320;SERVÝS ÜCRETÝ    
BNF2023000000557;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023001114590;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023001114590;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023001114590;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023001114590;UZAKTAN YEDEKLEME (%20 KDV )
01S2023001114590;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023001114590;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023054115740;DSL(ÝNTERNET)
01S2023001015908;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023001015908;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023001015908;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023001015908;UZAKTAN YEDEKLEME (%20 KDV )
01S2023001015908;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2023001015908;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023001015908;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023054073780;DSL(ÝNTERNET)
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (EYLÜL 2023)(GSM:14% SA:11% SI:67% DO:8% )
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (EYLÜL 2023)(GSM:17% SA:13% SI:62% TN:2% DO:5% )
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (EYLÜL 2023)(GSM:19% SA:19% SI:57% TN:2% DO:3% )
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (EYLÜL 2023)(GSM:17% SA:21% SI:41% TN:2% DO:19% )
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (EYLÜL 2023)
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (EYLÜL 2023)
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (EYLÜL 2023)
XJ52023093002912;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (EKÝM 2023)
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (EYLÜL 2023)(GSM:20% SA:13% SI:59% DO:8% )
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (EYLÜL 2023)(GSM:16% SA:13% SI:67% DO:4% )
XJ52023093002912;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (EYLÜL 2023)(GSM:14% SA:14% SI:53% TN:2% DO:17% )
C012023001657155;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (15/24)
C012023001872011;TELEFON
BTE2023000002956;POWER BI PREMÝUM PER USER
BTE2023000002956;MÝCROSOFT 365 BUSÝNESS PREMÝUM-NCE-A
BTE2023000002979;SISTEM DESTEK HIZMET BEDELI
BTE2023000002986;SISTEM DESTEK HIZMET BEDELI
Raart09;ÝLAN, REKLAM VE TANITIM
BNF2023000000612;NETSÝS 3 ENTERPÝSE LEM PAKETÝ (STANDART)
ANE2023000002384;CLASS DISPLAYPORT-HDMI ÇEVÝRÝCÝ
ANE2023000002384;MAGICVOICE 1+1 USB MÝNÝ HOPARLÖR
BNF2023000000610;NETSÝS 3 ENTERPÝSE LEM PAKETÝ (STANDART)
BNF2023000000611;NETSÝS 3 ENTERPRISE KULLANICI ARTIRIMI +5 (L)
BTM2023000001332;KLAVYE LOGITECH MK235
BTE2023000003118;"LENOVO V15 G3 Ý5-1235U 16GB 512GB 15.6"" W10P"
Raart10;ÝLAN, REKLAM VE TANITIM
BNF2023000000621;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2023000000637;PROJE VE DANIÞMANLIK HÝZMETÝ
ANE2023000002569;CLASS HDMI-VGA ÇEVÝRÝCÝ
ANE2023000002569;TELEFON KONNEKTÖRÜ YAK 1 200LÜ PAKET
Raart11;ÝLAN, REKLAM VE TANITIM
BNF2023000000746;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2023000000726;AYLIK TELEFON DESTEK HÝZMETÝ
Raart12;ÝLAN, REKLAM VE TANITIM
A162023055232961;DSL(ÝNTERNET)
01S2023001259702;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023001259702;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023001259702;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023001259702;UZAKTAN YEDEKLEME (%20 KDV )
01S2023001259702;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023001259702;SANAL VERÝ MERKEZÝ (%20 KDV )
01S2023001269785;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023001269785;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023001269785;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023001269785;UZAKTAN YEDEKLEME (%20 KDV )
01S2023001269785;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2023001269785;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023001269785;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023054694798;DSL(ÝNTERNET)
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (EKÝM 2023)(GSM:23% SA:5% SI:40% TO:5% DO:27% )
XK62023103100712;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (EKÝM 2023)
XK62023103100712;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (KASIM 2023)
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (EKÝM 2023)(GSM:15% SA:9% SI:47% TO:5% DO:24% )
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (EKÝM 2023)(GSM:6% SA:11% SI:74% TO:2% DO:7% )
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (EKÝM 2023)(GSM:26% SA:13% SI:55% TO:2% DO:5% )
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (EKÝM 2023)(GSM:2% SA:10% SI:70% TN:1% DO:17% )
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (EKÝM 2023)(GSM:20% SA:16% SI:36% DO:27% )
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (EKÝM 2023)
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (EKÝM 2023)
XK62023103100712;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (EKÝM 2023)(GSM:16% SA:15% SI:59% DO:10% )
C012023001872011;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (16/24)
C012023002078095;TELEFON
BTE2023000003311;SISTEM DESTEK HIZMET BEDELI
Raart13;ÝLAN, REKLAM VE TANITIM
AAA2023000000403;FUSÝNGUNÝT 220-240V (CANON MF 445)   
BIL2023000000398;GÝGASET A690 DECT TELEFON
BTM2023000001538;"SSD 240GB WD GREEN 2.5"""
ANE2022000000446;DISPLAYPORT TO HDMI CABLE 1.8MT / 15436
ANE2022000000446;CLASS DISPLAYPORT-VGA ÇEVÝRÝCÝ / CV-134
ANE2023000002765;NEXT YE-202 PLATINUM TWÝN LNB
ANE2023000002765;HERZ RG 6 U4 ANTEN KABLO - HR1005
ANE2023000002765;ÝÞÇÝLÝK
BTM2023000001540;NVR HIKVISION DS-7732NI-K4 32 KANAL 4HDD 2ETH 4K
BTM2023000001540;GUV CAM HIKVISION DS-2CD2021G1-I 2MP 2.8MM IP H265+ BULLET
BTM2023000001540;GUV CAM HIKVISION DS-2CD2121G0-I 2 MP 2,8MM IP H265+ DOME
BTM2023000001540;BUAT QIHAN Q-BT58B ORTA BOY BEYAZ BAÐLANTI KUTUSU TABAN DAHÝL
BTM2023000001540;SWITCH HIKVISION DS-3E0518P-E/M 16 PORT GIGABIT+2XGB SFP 125W L2 RACKMOUNT POE
BTM2023000001540;HDD 8TB TOSHÝBA S300 SERÝSÝ GÜVENLÝK DÝSKÝ HDWT380UZSVA
BTM2023000001540;KABLO DIGITUS 500MT DRUM-AWG 23/1-COLOR PURPLE-SIMPLEX-DK-1613-VH-5-CAT
BTM2023000001540;SPÝRAL BORU
BTM2023000001540;MONTAJ / DEVREYE ALMA
BTM2023000001540;KABLO 305 METRE CAT6 ONLÝ 23 AWG U-UTP
BTM2023000001540;FÝBER GBIC MODÜL MM
BTM2023000001540;FÝBER LC-SC 2MT PATCH CORD
BNF2023000000794;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2023000000804;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2023000000812;NETOLOJÝ BPM ENTERPRÝSE VERSÝYON YAZILIMI
ANE2023000002847;507A / 1.5MT HDMI KABLO / 8600
AAA2023000000421;EPSON LX350,LX300 MUADÝL ÞERÝT    
BTE2023000003534;MICROSOFT 365 BUSINESS STANDART 
BTE2023000003534;EXCHANGE ONLINE PLAN 1 
BTE2023000003534;EXCHANGE ONLÝNE (PLAN 2)
BTE2023000003533;MICROSOFT 365 BUSINESS STANDART
BTE2023000003533;EXCHANGE ONLÝNE (PLAN 1)
ANE2023000002930;FASTER 8GB METAL USB FLASH BELLEK
AAA2023000000437;CANON 057H MUADÝL TONER   
AAA2023000000437;HP CE285A MUADÝL TONER 1600 SAYFA    
ANE2023000003002;WELLPOWER 12V-5A ADAPTÖR
ANE2023000003002;FULLY 12V 2A 5.5X2.5MM JAKLI ADAPTÖR
ANE2023000003002;HADRON HD5605 MOUSE
ANE2023000003002;EVEREST KB-517U SÝYAH USB Q STANDART KLAVYE
ANE2023000003003;EVEREST KB-517U SÝYAH USB Q STANDART KLAVYE
ANE2023000003003;ROSE USB 3.0 HUB / RC-881
ANE2023000003003;HADRON HD5605 MOUSE
BNF2023000000912;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023001397464;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023001397464;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023001397464;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023001397464;UZAKTAN YEDEKLEME (%20 KDV )
01S2023001397464;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023001397464;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023055848912;DSL(ÝNTERNET)
BNF2023000000893;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023001313674;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023001313674;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023001313674;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023001313674;UZAKTAN YEDEKLEME (%20 KDV )
01S2023001313674;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2023001313674;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023001313674;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023055512489;DSL(ÝNTERNET)
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (KASIM 2023)
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (KASIM 2023)(GSM:29% SA:13% SI:52% DO:5% )
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (KASIM 2023)(GSM:19% SA:19% SI:45% DO:16% )
XL52023113000819;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (ARALIK 2023)
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (KASIM 2023)
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (KASIM 2023)(GSM:28% SA:19% SI:48% TN:1% DO:4% )
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (KASIM 2023)(GSM:41% SA:15% SI:33% TN:1% DO:9% )
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (KASIM 2023)(GSM:31% SA:9% SI:49% DO:11% )
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (KASIM 2023)(GSM:26% SA:29% SI:35% TN:3% DO:8% )
XL52023113000819;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (KASIM 2023)(GSM:30% SA:11% SI:45% TN:2% DO:12% )
XL52023113000819;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (KASIM 2023)
C012023002078095;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (17/24)
C012023002283196;TELEFON
BTE2023000003665;SISTEM DESTEK HIZMET BEDELI
BTE2023000003672;SISTEM DESTEK HIZMET BEDELI
Raart14;ÝLAN, REKLAM VE TANITIM
EFC2023000109076;SINIRSIZ PRO PAKET YENÝLEME (BNTNAÝL.COM [660103])
EFC2023000109076;POSÝTÝVESSL (DV) (BEKKÝLER.COM)
EFC2023000109077;.COM ALAN ADI TRANSFERÝ (BEKSAN.COM)
EFC2023000109077;.COM ALAN ADI TRANSFERÝ (BEKKÝGROUP.COM)
EFC2023000109077;.COM ALAN ADI TRANSFERÝ (BEKKÝLER.COM)
BNF2023000000946;PROJE VE DANIÞMANLIK HÝZMETÝ
ANE2023000003218;TELEFON KONNEKTÖRÜ YAK 1- 200LÜ PAKET
ANE2023000003218;VARTA 550MAH PÝL AAA (2LÝ PAKET)
EFC2023000113947; .COM.TR ALAN ADI UZATMASI (BNTNAÝL.COM.TR)
EFC2023000113947; .COM ALAN ADI UZATMASI (BNTNAÝL.COM)
BIL2023000000463;KAREL TM145 TELEFON
EFA2023000009223;ALFAÝS USB 3.0 TO HDMI DÖNÜÞTÜRÜCÜ ADAPTÖR
ANE2023000003310;S-LÝNK 10M HDMI KABLO
ANE2023000003325;CLASS DISPLAYPORT TO HDMI ÇEVÝRÝCÝ
ANE2023000003351;S-LÝNK 5M V2.0 4K 19+1 HDMI KABLO
ANE2023000003351;HDMI DÝÞÝ - DÝÞÝ ARA FÝÞ
YNS2023000001300;SOLIDWORKS STANDARD WÝTH CLOUD SERVICES SW  
YNS2023000001300;ABONELÝK SOLIDWORKS STANDART CLOUD SERVICES 2 YIL SW ABONELÝK 
YNS2023000001300;3DX COLLABORATIVE BUSINESS&INDUSTRY INNOVATOR ROLE SW  
YNS2023000001300;MY YENASOFT PROFESYONEL ÜYELÝK 2 YIL EÐT. DAN.  
YNS2023000001300;YENASOFT SMC -2 YILLIK YENASOFT  
YNS2023000001300;YENASOFT BOM-2 YILLIK YENASOFT  
YNS2023000001300;YENASOFT BOX -2 YILLIK YENASOFT 
YNS2023000001300;ÝSKONTO
BTM2023000001886;MOUSE LECOO USB KABLOSUZ SÝYAH
BTM2023000001886;KLAVYE LOGITECH MK345 Q
BTM2023000001880;SSD 240GB HP S650 2.5ÝNC DAHÝLÝ SSD
BTM2023000001880;8GB HIKVISION DDR4 3200 MHZ
BNF2023000000946;ÝSKONTO
BNF2023000001121;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2023000001104;AYLIK TELEFON DESTEK HÝZMETÝ
01S2023001468254;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023001468254;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023001468254;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023001468254;UZAKTAN YEDEKLEME (%20 KDV )
01S2023001468254;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023001468254;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023055982375;DSL(ÝNTERNET)
01S2023001518982;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2023001518982;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2023001518982;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2023001518982;UZAKTAN YEDEKLEME (%20 KDV )
01S2023001518982;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2023001518982;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2023001518982;SANAL VERÝ MERKEZÝ (%20 KDV )
A162023055942208;DSL(ÝNTERNET)
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (ARALIK 2023)(GSM:41% SA:15% SI:35% DO:9% )
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (ARALIK 2023)(GSM:34% SA:32% SI:31% DO:2% )
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (ARALIK 2023)
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (ARALIK 2023)
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (ARALIK 2023)(GSM:31% SA:9% SI:55% DO:5% )
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (ARALIK 2023)(GSM:15% SA:15% SI:25% DO:46% )
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (ARALIK 2023)(GSM:27% SA:15% SI:45% DO:13% )
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (ARALIK 2023)(GSM:29% SA:16% SI:33% DO:22% )
XM62023123102273;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (OCAK 2024)
XM62023123102273;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (ARALIK 2023)(GSM:25% SA:19% SI:32% TN:3% DO:20% )
XM62023123102273;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (ARALIK 2023)
C012023002283196;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (18/24)
C012023002487639;TELEFON
BTE2024000001075;SISTEM DESTEK HIZMET BEDELI
BTE2024000000020;SISTEM DESTEK HIZMET BEDELI
BTE2024000000027;SISTEM DESTEK HIZMET BEDELI
Raart15;ÝLAN, REKLAM VE TANITIM
AAA2024000000021;17185 CANON Ý-SENSYS MF655CDW WÝ-FÝ ÇOK FONKSÝYONLU RENKLÝ LAZER Y  
AAA2024000000024;067Y MUADÝL TONER  
AAA2024000000024;067K MUADÝL TONER    
AAA2024000000024;067M MUADÝL TONER    
AAA2024000000024;067C MUADÝL TONER    
BTE2024000000222;KUR FARKI
AAA2024000000038;HP CE505X MUADÝL TONER 6400 SAYFA  
ANE2024000000262;300E - LCD UZAKTAN KUMANDA / SNL-0143
ANE2024000000262;1060BC- AAA ÝNCE PÝL FULLY
ANE2024000000262;GESÝ GS 162G HDMI-HDMI 8MM 5MT
ANE2024000000313;VGA-HDMI ÇEVÝRÝCÝ
ANE2024000000313;HDMI-HDMI 8MM 20MT
ANE2024000000313;HC PRO HAREKETLÝ LCD ASKI APARATI
BNF2024000000034;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000000017;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000000123;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2024000000107;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024000036694;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000036694;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000036694;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000036694;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000036694;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000036694;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024000482253;DSL(ÝNTERNET)
C012023002487639;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (19/24)
C012024000182633;TELEFON
A162024000443370;DSL(ÝNTERNET)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (OCAK 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (OCAK 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (OCAK 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (OCAK 2024)
YB62024013101135;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (ÞUBAT 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (OCAK 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (OCAK 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (OCAK 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (OCAK 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (OCAK 2024)
YB62024013101135;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (OCAK 2024)
01S2024000008831;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000008831;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000008831;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000008831;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000008831;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024000008831;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000008831;SANAL VERÝ MERKEZÝ (%20 KDV )
FU12024000000112;KABLOSUZ TELEFON PAN.KX TG1611 DECT SIYAH GRI
Raart16;ÝLAN, REKLAM VE TANITIM
BTE2024000000338;SISTEM DESTEK HIZMET BEDELI
BTE2024000000345;SISTEM DESTEK HIZMET BEDELI
AAA2024000000054;HP FUSER ASSEMBLY 220V LASERJET P2035/P2055(FIRIN ÜNÝTESÝ)    
AAA2024000000057;132 MIN014 MINOLTA DÝ152 OPC DRUM
AAA2024000000057;142 MIN014Ý MINOLTA DI-152/183 AA DRUM CLEANÝNG BLADE DI-
AAA2024000000057;DV116 STARTER
AAA2024000000057;SERVÝS ÜCRETÝ    
AAA2024000000064;HP CE505X MUADÝL TONER 6400 SAYFA    
AAA2024000000064;CANON 057H MUADÝL TONER   
AAA2024000000064;HP CE285A MUADÝL TONER 1600 SAYFA   
EFA2024000000619;STANDLI SÝLÝKON
EFA2024000000619;TABLET EKRAN KORUYUCU NANO
BNF2024000000153;PROJE VE DANIÞMANLIK HÝZMETÝ
ANE2024000000596;USB ETHERNET ÇEVÝRÝCÝ DÖNÜÞTÜRÜCÜ
AAA2024000000089;8750 EPSON 8750 LX300 ORJÝNAL ÞERÝT ÝKÝLÝ PAKET   
AAA2024000000090;CLUTCH
H062024000000234;KABLOSUZ TELEFON PAN.KX TG1611 DECT SIYAH GRI
BNF2024000000259;AYLIK TELEFON DESTEK HÝZMETÝ
BTM2024000000418;MOUSE LECOO WS204 SÝYAH KABLOSUZ
BTM2024000000418;MOUSE TRUST ZÝVA KABLOLU OPTÝK SÝYAH MOUSE
BNF2024000000243;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024000267594;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000267594;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000267594;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000267594;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000267594;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000267594;SANAL VERÝ MERKEZÝ (%20 KDV )
01S2024000272262;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000272262;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000272262;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000272262;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000272262;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024000272262;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000272262;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024001188677;DSL(ÝNTERNET)
C012024000182633;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (20/24)
C012024000383464;TELEFON
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662462755 (ÞUBAT 2024)
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662462750 (ÞUBAT 2024)(GSM:25% SA:21% SI:53% TN:1% )
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662463513 (ÞUBAT 2024)(GSM:3% SA:16% SI:62% TN:10% DO:10% )
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662462752 (ÞUBAT 2024)(GSM:19% SA:14% SI:53% TN:8% TO:3% DO:3% )
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662460518 (ÞUBAT 2024)(GSM:30% SA:5% SI:64% TN:2% )
YC42024022904122;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465109 (ÞUBAT 2024)
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662461426 (ÞUBAT 2024)
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662462751 (ÞUBAT 2024)(GSM:26% SA:36% SI:36% TN:2% )
