Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Brim Fiyat;KDV Tutarı;OIV Tutarı;Ödenecek Tutar;Kur;Birim Fiyat Dolar;KDV Dolar
Bekkiler;21.06.2021;BTE2021000002237;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;2173,33;391,20;0,00;2564,52;8,69;250,00;45,00
Bekkiler;29.06.2021;VTN2021000197287;HP 103A 2500 SAYFA KAPASİTELİ SİYAH TONER (W1103A );YAZICI G.;VATAN BİLGİSAYAR;1,00;110,17;19,83;0,00;130,00;0,00;0,00;0,00
Beksan;30.06.2021;A162021001747318;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;105,27;18,95;10,53;134,75;0,00;0,00;0,00
Beksan;30.06.2021;A162021001652921;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;232,62;41,87;23,26;297,75;0,00;0,00;0,00
Bekkiler;30.06.2021;A162021001749418;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;125,20;22,54;12,52;160,25;0,00;0,00;0,00
Bekkiler;30.06.2021;A162021001671895;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;118,75;21,38;11,88;152,00;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ FULL 35 - TAAHHÜTSÜZ - 2662465109 (TEMMUZ 2021);SABIT HAT;TURKNET;1,00;72,66;13,08;7,27;93,00;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (HAZİRAN 2021)(GSM:28% SA:17% SI:42% TN:1% DO:11% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (HAZİRAN 2021);SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (HAZİRAN 2021)(GSM:40% SA:14% SI:32% TO:1% DO:13% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (HAZİRAN 2021)(GSM:29% SA:7% SI:57% TN:2% DO:6% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (HAZİRAN 2021)(GSM:52% SA:10% SI:32% TN:3% TO:1% DO:4% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (HAZİRAN 2021);SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (HAZİRAN 2021)(GSM:36% SA:13% SI:39% TN:1% DO:11% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (HAZİRAN 2021)(GSM:48% SA:5% SI:37% TO:3% DO:7% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;30.06.2021;VG52021063000814;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (HAZİRAN 2021);SABIT HAT;TURKNET;1,00;17,19;3,09;1,72;22,00;0,00;0,00;0,00
Beksan;30.06.2021;C012021000017779;TELEFON;SABIT HAT;TURKTELEKOM;1,00;505,58;91,00;50,56;647,14;0,00;0,00;0,00
Beksan;01.07.2021;BTE2021000002392;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;400,00;72,00;0,00;472,00;0,00;0,00;0,00
Bekkiler;01.07.2021;BTE2021000002401;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Beksan;06.07.2021;BTE2021000002494;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;410,77;73,94;0,00;484,71;0,00;0,00;0,00
Beksan;31.07.2021;A162021002150735;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;232,62;41,87;23,26;297,75;0,00;0,00;0,00
Beksan;31.07.2021;A162021001869764;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;105,27;18,95;10,53;134,75;0,00;0,00;0,00
Bekkiler;31.07.2021;YFR2021000001003;NETOLOJİ BPM ENTERPRİSE ANA PAKET;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;24000,00;4320,00;0,00;28320,00;0,00;0,00;0,00
Bekkiler;31.07.2021;YFR2021000001003;NETOLOJİ BPM ENTERPRİSE MOBİLE;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;12000,00;2160,00;0,00;14160,00;0,00;0,00;0,00
Bekkiler;31.07.2021;YFR2021000001003;NETOLOJİ BPM ENTERPRİSE +50 KULLANİCİ;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;56500,00;10170,00;0,00;66670,00;0,00;0,00;0,00
Bekkiler;31.07.2021;YFR2021000001003;İSKONTO;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;-7500,00;-1350,00;0,00;-8850,00;0,00;0,00;0,00
Bekkiler;31.07.2021;A162021002152734;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;125,39;22,57;12,54;160,50;0,00;0,00;0,00
Bekkiler;31.07.2021;A162021001993667;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;118,75;21,38;11,88;152,00;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (TEMMUZ 2021)(GSM:32% SA:15% SI:44% DO:9% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (TEMMUZ 2021);SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (TEMMUZ 2021)(GSM:51% SA:13% SI:29% TN:2% DO:5% );SABIT HAT;TURKNET;1,00;17,19;3,09;1,72;22,00;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (TEMMUZ 2021)(GSM:46% SA:11% SI:41% DO:2% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ FULL 35 - TAAHHÜTSÜZ - 2662465109 (AĞUSTOS 2021);SABIT HAT;TURKNET;1,00;72,66;13,08;7,27;93,00;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (TEMMUZ 2021)(GSM:27% SA:10% SI:56% TN:1% DO:5% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (TEMMUZ 2021)(GSM:39% SA:11% SI:35% TN:4% DO:11% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (TEMMUZ 2021)(GSM:35% SA:18% SI:38% TO:2% DO:7% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (TEMMUZ 2021);SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (TEMMUZ 2021);SABIT HAT;TURKNET;1,00;17,19;3,09;1,72;22,00;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (TEMMUZ 2021)(GSM:34% SA:13% SI:46% DO:6% );SABIT HAT;TURKNET;1,00;28,05;5,05;2,81;35,90;0,00;0,00;0,00
Bekkiler;31.07.2021;VH62021073101026;İSKONTO;SABIT HAT;TURKNET;1,00;-3,83;-0,69;-0,38;-4,90;0,00;0,00;0,00
Beksan;31.07.2021;C012021000032304;TELEFON;SABIT HAT;TURKTELEKOM;1,00;505,58;91,00;50,56;647,14;0,00;0,00;0,00
Beksan;02.08.2021;BTE2021000002727;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;02.08.2021;BTE2021000002736;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;450,00;81,00;0,00;531,00;0,00;0,00;0,00
Bekkiler;07.08.2021;BTE2021000002834;KUR FARKI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;1193,19;214,77;0,00;1407,96;0,00;0,00;0,00
Beksan;31.08.2021;BTE2021000003063;HP 250 G7 İ5-1035G1 8G 256GB 15.6 DOS;DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;4705,62;846,65;0,00;5552,27;0,00;0,00;0,00
Beksan;31.08.2021;BTE2021000003063;MICROSOFT OEM WIN10 PRO 64B TR DVD FQC-08977;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;1092,38;196,99;0,00;1289,37;0,00;0,00;0,00
Beksan;31.08.2021;A162021002440480;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;105,27;18,95;10,53;134,75;0,00;0,00;0,00
Beksan;31.08.2021;A162021002229009;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;232,62;41,87;23,26;297,75;0,00;0,00;0,00
Bekkiler;31.08.2021;A162021002438343;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;125,20;22,54;12,52;160,25;0,00;0,00;0,00
Bekkiler;31.08.2021;A162021002249698;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;128,52;23,13;12,85;164,50;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ İLETİŞİM SADECE TELEFON - HER YÖNE 1000 DAKİKA - 39.90TL/AY (TAAHHÜTSÜZ)-2662462751 (AĞUSTOS 2(GSM:17% SA:29% SI:46% DO:9% );SABIT HAT;TURKNET;1,00;31,17;5,61;3,12;39,90;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (AĞUSTOS 2021)(GSM:13% SA:23% SI:45% TN:2% TO:5% DO:11% );SABIT HAT;TURKNET;1,00;17,19;3,09;1,72;22,00;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ İLETİŞİM SADECE TELEFON - HER YÖNE 1000 DAKİKA - 39.90TL/AY (TAAHHÜTSÜZ)-2662463513 (AĞUSTOS 2(GSM:10% SA:25% SI:56% DO:9% );SABIT HAT;TURKNET;1,00;31,17;5,61;3,12;39,90;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ İLETİŞİM SADECE TELEFON - HER YÖNE 1000 DAKİKA - 39.90TL/AY (TAAHHÜTSÜZ)-2662465108 (AĞUSTOS 2(GSM:17% SA:33% SI:38% TN:1% DO:12% );SABIT HAT;TURKNET;1,00;31,17;5,61;3,12;39,90;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ İLETİŞİM SADECE TELEFON - HER YÖNE 1000 DAKİKA - 39.90TL/AY (TAAHHÜTSÜZ)-2662462755 (AĞUSTOS 2;SABIT HAT;TURKNET;1,00;31,17;5,61;3,12;39,90;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ İLETİŞİM SADECE TELEFON - HER YÖNE 1000 DAKİKA - 39.90TL/AY (TAAHHÜTSÜZ)-2662461426 (AĞUSTOS 2;SABIT HAT;TURKNET;1,00;31,17;5,61;3,12;39,90;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ İLETİŞİM SADECE TELEFON - HER YÖNE 1000 DAKİKA - 39.90TL/AY (TAAHHÜTSÜZ)-2662462750 (AĞUSTOS 2(GSM:24% SA:28% SI:40% TN:3% DO:5% );SABIT HAT;TURKNET;1,00;31,17;5,61;3,12;39,90;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (AĞUSTOS 2021);SABIT HAT;TURKNET;1,00;17,19;3,09;1,72;22,00;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (EYLÜL 2021);SABIT HAT;TURKNET;1,00;74,22;13,36;7,42;95,00;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ İLETİŞİM SADECE TELEFON - HER YÖNE 1000 DAKİKA - 39.90TL/AY (TAAHHÜTSÜZ)-2662460518 (AĞUSTOS 2(GSM:25% SA:18% SI:32% TN:3% DO:23% );SABIT HAT;TURKNET;1,00;31,17;5,61;3,12;39,90;0,00;0,00;0,00
Bekkiler;31.08.2021;VI62021083101356;İŞ İLETİŞİM SADECE TELEFON - HER YÖNE 1000 DAKİKA - 39.90TL/AY (TAAHHÜTSÜZ)-2662462752 (AĞUSTOS 2(GSM:18% SA:20% SI:40% TN:4% TO:1% DO:16% );SABIT HAT;TURKNET;1,00;31,17;5,61;3,12;39,90;0,00;0,00;0,00
Beksan;31.08.2021;C012021000046226;TELEFON;SABIT HAT;TURKTELEKOM;1,00;505,58;91,00;50,56;647,14;0,00;0,00;0,00
Beksan;01.09.2021;BTE2021000003106;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;01.09.2021;BTE2021000003115;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;450,00;81,00;0,00;531,00;0,00;0,00;0,00
Bekkiler;14.09.2021;VTN2021000286315;CRUCİAL 240GB  SSD (OKUMA 540MB / YAZMA 500MB);DONANIM G.;VATAN BİLGİSAYAR;1,00;277,12;49,88;0,00;327,00;0,00;0,00;0,00
Bekkiler;15.09.2021;BTE2021000003324;ESET STANDART  21 KULLANICI 3 YIL YENİLEME ;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;5075,58;913,60;0,00;5989,18;8,46;600,00;108,00
Bekkiler;16.09.2021;VTN2021000289297;"ASUS 23,6"" VG24VQ TUF GAMING 1MS 144HZ  MONİTÖR";DONANIM G.;VATAN BİLGİSAYAR;1,00;1390,39;250,27;0,00;1640,66;0,00;0,00;0,00
Bekkiler;20.09.2021;BTE2021000003366;"WD RED 3,5"" 4TB 64MB 5400RPM ";DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;928,66;167,16;0,00;1095,82;8,44;110,00;19,80
Beksan;24.09.2021;BTE2021000003422;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;410,46;73,88;0,00;484,34;0,00;0,00;0,00
Beksan;24.09.2021;BTE2021000003421;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;410,46;73,88;0,00;484,34;0,00;0,00;0,00
Beksan;31.08.2023;01S2023000940373;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4321,76;864,35;0,00;5186,11;0,00;0,00;0,00
Beksan;30.09.2021;A162021002701761;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;232,62;41,87;23,26;297,75;0,00;0,00;0,00
Beksan;30.09.2021;A162021002795594;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;105,27;18,95;10,53;134,75;0,00;0,00;0,00
Beksan;30.09.2023;01S2023001114590;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4321,76;864,35;0,00;5186,11;0,00;0,00;0,00
Bekkiler;30.09.2021;A162021002795440;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;125,39;22,57;12,54;160,50;0,00;0,00;0,00
Bekkiler;30.09.2021;A162021002618750;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;134,77;24,26;13,48;172,50;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (EYLÜL 2021)(GSM:26% SA:19% SI:39% TN:2% TO:2% DO:12% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (EYLÜL 2021)(GSM:15% SA:20% SI:40% TN:3% TO:4% DO:19% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (EYLÜL 2021)(SA:100% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (EYLÜL 2021)(GSM:24% SA:14% SI:48% TO:1% DO:13% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (EYLÜL 2021);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (EKİM 2021);SABIT HAT;TURKNET;1,00;74,22;13,36;7,42;95,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (EYLÜL 2021)(GSM:10% SA:26% SI:39% TN:2% TO:6% DO:17% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (EYLÜL 2021)(GSM:11% SA:10% SI:62% TN:3% TO:6% DO:8% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (EYLÜL 2021)(GSM:18% SA:15% SI:56% TN:2% TO:2% DO:8% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (EYLÜL 2021)(GSM:25% SA:29% SI:27% TN:11% TO:1% DO:6% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.09.2021;VJ52021093001648;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (EYLÜL 2021)(GSM:33% SA:26% SI:29% TN:7% DO:5% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Beksan;30.09.2021;C012021000060116;TELEFON;SABIT HAT;TURKTELEKOM;1,00;506,14;91,11;50,61;647,86;0,00;0,00;0,00
Beksan;01.10.2021;BTE2021000003550;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;01.10.2021;BTE2021000003558;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Beksan;05.10.2021;BTE2021000003629;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;419,65;75,54;0,00;495,19;0,00;0,00;0,00
Bekkiler;08.10.2021;YFR2021000001360;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;5,50;1750,00;1732,50;0,00;11357,50;0,00;0,00;0,00
Bekkiler;11.10.2021;YFR2021000001467;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Beksan;22.10.2021;BTE2021000003846;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;440,20;79,24;0,00;519,44;0,00;0,00;0,00
Beksan;31.10.2023;01S2023001259702;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4321,76;864,35;0,00;5186,11;0,00;0,00;0,00
Beksan;31.10.2021;A162021002975525;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;232,62;41,87;23,26;297,75;0,00;0,00;0,00
Beksan;31.10.2021;A162021003243496;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;105,27;18,95;10,53;134,75;0,00;0,00;0,00
Beksan;30.11.2023;01S2023001397464;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4321,76;864,35;0,00;5186,11;0,00;0,00;0,00
Bekkiler;31.10.2021;A162021002990176;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;134,57;24,22;13,46;172,25;0,00;0,00;0,00
Bekkiler;31.10.2021;A162021002965832;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;125,20;22,54;12,52;160,25;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (KASIM 2021);SABIT HAT;TURKNET;1,00;74,22;13,36;7,42;95,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (EKİM 2021)(GSM:22% SA:16% SI:41% TN:6% TO:11% DO:4% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (EKİM 2021)(GSM:15% SA:27% SI:41% TN:9% TO:1% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (EKİM 2021);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (EKİM 2021)(GSM:26% SA:19% SI:48% TN:5% DO:1% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (EKİM 2021)(GSM:8% SA:19% SI:56% TN:6% TO:5% DO:6% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (EKİM 2021)(GSM:7% SA:30% SI:55% TO:2% DO:6% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (EKİM 2021)(GSM:18% SA:13% SI:50% TN:5% TO:3% DO:11% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (EKİM 2021)(GSM:19% SA:10% SI:52% TN:2% TO:12% DO:5% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (EKİM 2021);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.10.2021;VK62021103101878;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (EKİM 2021)(GSM:27% SA:20% SI:41% TN:6% TO:2% DO:4% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Beksan;31.10.2021;C012021000167396;TELEFON;SABIT HAT;TURKTELEKOM;1,00;508,38;91,51;50,84;650,73;0,00;0,00;0,00
Beksan;01.11.2021;BTE2021000003965;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;01.11.2021;BTE2021000003973;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
