Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Kur; Usd tutar ;Ücret
Bekkiler;31.03.2024;YD62024033100533;KDV(%20);SABIT HAT;TURKNET;1,00;;;₺115,22
Bekkiler;31.03.2024;YD62024033100533;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺57,61
Beksan;01.04.2024;BTE2024000001068;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.440,00
Beksan;01.04.2024;EFC2024000039655;Yeni .com.tr alan adı kaydı (bekkigroup.com.tr);WEB SİTESİ G.;ÇİZGİ TELEKOMÜNİKASYON;1,00;;;₺32,08
Beksan;01.04.2024;EFC2024000039655;Yeni .tr alan adı kaydı ön sipariş (bekkigroup.tr);WEB SİTESİ G.;ÇİZGİ TELEKOMÜNİKASYON;1,00;;;₺129,11
Beksan;01.04.2024;EFC2024000039655;KDV(%20);WEB SİTESİ G.;ÇİZGİ TELEKOMÜNİKASYON;1,00;;;₺32,23
Bekkiler;02.04.2024;Raart18;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺44.175,00
Beksan;03.04.2024;ANE2024000001050;POWERMASTER RJ11-RJ45 SOKET SIKMA PENSESİ ;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺450,00
Beksan;04.04.2024;AAA2024000000138;FUSİNG UNIT(230V) (İNEO226)  ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺8.893,70
Bekkiler;15.04.2024;01S2024000384936;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;15.04.2024;01S2024000384936;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;15.04.2024;01S2024000384936;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;15.04.2024;01S2024000384936;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;15.04.2024;01S2024000384936;Enterprise WiFi Servisi (AP) (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;15.04.2024;01S2024000384936;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;15.04.2024;01S2024000384936;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;15.04.2024;01S2024000384936;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.555,72
Bekkiler;15.04.2024;01S2024000384936;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;15.04.2024;AAA2024000000150;CANON 057H MUADİL TONER  ;YAZICI G.;OFİS BÜRO MAKİNALARI;3,00;;;₺2.193,16
Beksan;19.04.2024;SNL2024000000844;"Lenovo V15 G3 Intel Core I7 1255U 16GB 512GB SSD Windows 11 Pro 15.6"" Fhd Taşınabilir Bilgisayar";DONANIM G.;SANALDESTEK BİLİŞİM AŞ.;1,00;;;₺23.899,00
Beksan;25.04.2024;BNF2024000000447;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,31;;;₺27.153,00
Bekkiler;25.04.2024;BNF2024000000462;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;2,68;;;₺12.864,00
Beksan;30.04.2024;BNF2024000000554;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺6.000,00
Beksan;30.04.2024;01S2024000603979;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;30.04.2024;01S2024000603979;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;30.04.2024;01S2024000603979;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;30.04.2024;01S2024000603979;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;30.04.2024;01S2024000603979;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺294,70
Beksan;30.04.2024;01S2024000603979;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;30.04.2024;01S2024000603979;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.556,30
Beksan;30.04.2024;01S2024000603979;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;30.04.2024;ANE2024000001271;NEXT YE-KANKY HD UYDU ALICISI;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺550,00
Bekkiler;30.04.2024;BNF2024000000538; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺5.100,00
Bekkiler;30.04.2024;01S2024000576985;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;30.04.2024;01S2024000576985;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;30.04.2024;01S2024000576985;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;30.04.2024;01S2024000576985;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;30.04.2024;01S2024000576985;Enterprise WiFi Servisi (AP) (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;30.04.2024;01S2024000576985;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;30.04.2024;01S2024000576985;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;30.04.2024;01S2024000576985;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.555,72
Bekkiler;30.04.2024;01S2024000576985;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;30.04.2024;A162024002089357;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺408,50
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662462755 (Nisan 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662460409 (Nisan 2024)(GSM:32% SI:40% DO:28% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662462752 (Nisan 2024)(GSM:20% SA:12% SI:27% TN:17% DO:25% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662465109 (Nisan 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662465108 (Nisan 2024)(GSM:27% SA:4% SI:41% TN:9% DO:19% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;İŞ MAX 35 - Taahhütsüz - 2662465109 (Mayıs 2024);SABIT HAT;TURKNET;1,00;;;₺307,62
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662463513 (Nisan 2024)(GSM:12% SA:4% SI:63% TN:5% DO:15% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662462751 (Nisan 2024)(GSM:25% SA:21% SI:31% TN:3% DO:19% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662460518 (Nisan 2024)(GSM:28% SA:3% SI:41% TN:6% DO:23% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662461426 (Nisan 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;Her yöne 1000 dakika - 34.9 TL/Ay-2662462750 (Nisan 2024)(GSM:17% SA:27% SI:27% TN:16% DO:14% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.04.2024;YE52024043000461;KDV(%20);SABIT HAT;TURKNET;1,00;;;₺115,22
Bekkiler;30.04.2024;YE52024043000461;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺57,61
Beksan;30.04.2024;C012024000778590;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺725,25
Beksan;01.05.2024;BTE2024000001341;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.440,00
Bekkiler;01.05.2024;BTE2024000001348;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.440,00
Beksan;02.05.2024;200202400009056A;503.1069143 KABLOSUZ TELEFON PAN.KX TG1611 DECT SIYAH GRI;DONANIM G.;MEDİA MARKT;1,00;;;₺1.199,00
Beksan;03.05.2024;AAA2024000000172;DEVELOP TN118 TONER;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺3.605,65
Beksan;03.05.2024;AAA2024000000172;CANON 057H MUADİL TONER;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺1.230,37
Beksan;03.05.2024;AAA2024000000172;8750 EPSON 8750 LX300 ORJİNAL ŞERİT İKİLİ PAKET;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺550,43
Beksan;03.05.2024;AAA2024000000172;HP 85A TONER DOLUMU;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺125,00
Beksan;03.05.2024;AAA2024000000172;HP 85ADRUM;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺70,00
Beksan;03.05.2024;AAA2024000000172;KDV(%20);YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺1.116,29
Bekkiler;03.05.2024;Raart19;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺44.175,00
Bekkiler;06.05.2024;AAA2024000000175;CANON 057H MUADİL TONER   ;YAZICI G.;OFİS BÜRO MAKİNALARI;3,00;;;₺1.841,40
Bekkiler;06.05.2024;AAA2024000000175;Hp ce285a Muadil Toner 1600 Sayfa    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺281,06
Bekkiler;06.05.2024;AAA2024000000175;KDV (%20.00;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺424,49
Beksan;14.05.2024;AAA2024000000194;PANTUM PA210 TONER DOLUMU(1600SYF)  ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺300,00
Beksan;15.05.2024;BTE2024000001500;POWER BI PRO;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;24,00; ₺32,30 ; $3.062,88 ;₺98.934,09
Beksan;16.05.2024;A162024002036055;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺474,50
Beksan;21.05.2024;BNF2024000000594;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;2,50;;;₺15.750,00
Bekkiler;21.05.2024;BNF2024000000609;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,62;;;₺7.776,00
Beksan;31.05.2024;BNF2024000000695;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺6.000,00
Beksan;31.05.2024;BNF2024000000726;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺7.500,00
Beksan;31.05.2024;01S2024000630077;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;31.05.2024;01S2024000630077;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;31.05.2024;01S2024000630077;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;31.05.2024;01S2024000630077;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;31.05.2024;01S2024000630077;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺294,70
Beksan;31.05.2024;01S2024000630077;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;31.05.2024;01S2024000630077;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.556,30
Beksan;31.05.2024;01S2024000630077;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;31.05.2024;A162024003087467;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺474,50
Beksan;31.05.2024;C012024000973110;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺739,25
Bekkiler;31.05.2024;BNF2024000000679;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺5.100,00
Bekkiler;31.05.2024;01S2024000620457;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;31.05.2024;01S2024000620457;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;31.05.2024;01S2024000620457;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;31.05.2024;01S2024000620457;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;31.05.2024;01S2024000620457;Enterprise WiFi Servisi (AP) (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;31.05.2024;01S2024000620457;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;31.05.2024;01S2024000620457;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;31.05.2024;01S2024000620457;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.555,72
Bekkiler;31.05.2024;01S2024000620457;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;31.05.2024;A162024003048837;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺408,50
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662463513 (Mayıs 2024)(GSM:23% SA:13% SI:30% TN:15% DO:19% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662460409 (Mayıs 2024)(GSM:19% SA:7% SI:45% TN:7% DO:21% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662461426 (Mayıs 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662462755 (Mayıs 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662465108 (Mayıs 2024)(GSM:26% SA:17% SI:35% TN:7% DO:15% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662460518 (Mayıs 2024)(GSM:26% SA:18% SI:28% TN:18% DO:11% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662462751 (Mayıs 2024)(GSM:27% SA:8% SI:35% TN:11% DO:19% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662462750 (Mayıs 2024)(GSM:27% SA:15% SI:38% TN:8% DO:13% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662462752 (Mayıs 2024)(GSM:31% SA:8% SI:31% TN:6% DO:24% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;Her yöne 1000 dakika - 34.9 TL/Ay-2662465109 (Mayıs 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.05.2024;YF62024053100331;İŞ MAX 35 - Taahhütsüz - 2662465109 (Haziran 2024);SABIT HAT;TURKNET;1,00;;;₺307,62
Bekkiler;31.05.2024;YF62024053100331;KDV(%20);SABIT HAT;TURKNET;1,00;;;₺115,22
Bekkiler;31.05.2024;YF62024053100331;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺57,61
Beksan;01.06.2024;BTE2024000001689;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.440,00
Bekkiler;01.06.2024;BTE2024000001696;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.440,00
Bekkiler;03.06.2024;Raart20;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺44.175,00
Beksan;25.06.2024;BNF2024000000744; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;7,65;;;₺48.195,00
Bekkiler;25.06.2024;BNF2024000000759; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;3,75;;;₺42.750,00
Bekkiler;27.06.2024;AAA2024000000260;CANON 057H MUADİL TONER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;3,00;;;₺1.878,91
Bekkiler;27.06.2024;AAA2024000000260;Hp ce285a Muadil Toner 1600 Sayfa;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺296,67
Bekkiler;27.06.2024;AAA2024000000260;Hp ce505x Muadil Toner 6400 Sayfa  ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺494,45
Bekkiler;27.06.2024;AAA2024000000260;KDV (%20.00);YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺534,01
Beksan;28.06.2024;BNF2024000000870; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺6.000,00
Bekkiler;28.06.2024;BNF2024000000854; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺10.200,00
Beksan;30.06.2024;01S2024000862947;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;30.06.2024;01S2024000862947;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;30.06.2024;01S2024000862947;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;30.06.2024;01S2024000862947;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;30.06.2024;01S2024000862947;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺294,70
Beksan;30.06.2024;01S2024000862947;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;30.06.2024;01S2024000862947;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.556,30
Beksan;30.06.2024;01S2024000862947;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Bekkiler;30.06.2024;01S2024000916670;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;30.06.2024;01S2024000916670;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;30.06.2024;01S2024000916670;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;30.06.2024;01S2024000916670;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;30.06.2024;01S2024000916670;Enterprise WiFi Servisi (AP) (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;30.06.2024;01S2024000916670;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;30.06.2024;01S2024000916670;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;30.06.2024;01S2024000916670;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.555,72
Bekkiler;30.06.2024;01S2024000916670;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Beksan;30.06.2024;A162024003643592;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺474,00
Beksan;30.06.2024;C012024001166541;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺442,25
Bekkiler;30.06.2024;A162024003701668;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺408,50
Beksan;01.07.2024;AAA2024000000265;A0XXPP6H01 Transfer Roller Assy;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺2.111,50
Beksan;01.07.2024;AAA2024000000265;142 MIN014İ MINOLTA DI-152/183 AA Drum Cleaning Blade DI-250/350/2510/Bizhub164/184  ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺1.583,63
Beksan;01.07.2024;AAA2024000000265;132 MIN014 MINOLTA Di152 OPC Drum Dİ1611/2011/Bizhub163/164/184/210/215/235  ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺3.167,25
Beksan;01.07.2024;AAA2024000000265;COLLER  ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺351,92
Beksan;01.07.2024;AAA2024000000265;KDV (%20);YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺1.442,86
Beksan;01.07.2024;BTE2024000001984;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺2.400,00
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662462751 (Haziran 2024)(GSM:33% SA:6% SI:39% TN:2% TO:2% DO:18% );SABIT HAT;TURKNET;1,00;;;₺26,85
Beksan;04.07.2024;ANE2024000001888;VONTECH PROJEKSİYON ASKI APARATI / PR-03;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺337,50
Beksan;04.07.2024;ANE2024000001888;NEXT YE-2232 ASKI APARATI;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺118,34
Beksan;04.07.2024;ANE2024000001888;FULLY HDMI KABLO 20MT 4K / 507-S;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺585,83
Beksan;04.07.2024;ANE2024000001888; KDV (% 20,00 );DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺208,30
Beksan;09.07.2024;AAA2024000000275;PICOP ROLLER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺95,83
Beksan;09.07.2024;AAA2024000000275;S.PAD1610 SAMSUNG 1610,4521 SEPARATİON PAD    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺145,83
Beksan;09.07.2024;AAA2024000000275;KDV (%20.00);YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺48,33
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662462750 (Haziran 2024)(GSM:49% SA:10% SI:20% TN:5% DO:16% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662462755 (Haziran 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662463513 (Haziran 2024)(GSM:44% SA:8% SI:29% TN:10% DO:9% );SABIT HAT;TURKNET;1,00;;;₺26,85
